,url,title,published,content,tag
555,https://plana.earth/academy/summer-fruit-vegetables-sustainable-living-food/,Sustainable living: what is the environmental impact of your food?,2020-07-10,"On another note, food affects us more than we think. It has a direct impact on our work productivity and cognitive performance, according to an article of the Harvard Business Review. A bit like a mathematical formulation, food is converted to glucose in our bodies, for our brains to stay alert, improving decision-making. So you will agree, unhealthy lunch choices are often cheap (the cold pizza slice), but you will pay the price later when your glucose crashes. A recent study reported that participants eating 7 portions of fruits and vegetables a week, had increased performance, creativity and motivation. ",p
556,https://plana.earth/academy/summer-fruit-vegetables-sustainable-living-food/,Sustainable living: what is the environmental impact of your food?,2020-07-10,"Fruit and vegetables provide essential nutrients that stimulate dopamine development, a neurotransmitter that plays a crucial role in the interest, excitement and participation experience. These also contain antioxidants which reduce inflammation of the body, improve memory and improve mood. It is necessary to make smart food choices if you are serious about becoming the next MacGyver of the office: top results insured. ",p
557,https://plana.earth/academy/summer-fruit-vegetables-sustainable-living-food/,Sustainable living: what is the environmental impact of your food?,2020-07-10,"Bringing healthy food choices to your company is the first step to become sustainable. Start the conversation with Plan A, and we will help you in achieving it. ",p
558,https://plana.earth/academy/summer-fruit-vegetables-sustainable-living-food/,Sustainable living: what is the environmental impact of your food?,2020-07-10,Reduce the carbon footprint of your food ,h2
559,https://plana.earth/academy/summer-fruit-vegetables-sustainable-living-food/,Sustainable living: what is the environmental impact of your food?,2020-07-10,Climate change is a race we can and must win. It’s easy to take #ClimateAction:🍎 Buy local or organic food🔌 Unplug unused appliances🚿 Use less hot water💡 More ideas here: https://t.co/X0Shwfcd3n #ActNow pic.twitter.com/uzXjLoRJ0y,p
560,https://plana.earth/academy/summer-fruit-vegetables-sustainable-living-food/,Sustainable living: what is the environmental impact of your food?,2020-07-10,"Years that you hear “eat local” even from the United Nations. Well, let us tell you that it is a wide misconception. Buying local food is beneficial because you are supporting your local farmers and markets, but slightly decreases your carbon footprint. In fact, transportation accounts for less than 10% of GHG emissions. Regarding these facts, reducing carbon emissions is achieved with WHAT YOU EAT.",p
561,https://plana.earth/academy/summer-fruit-vegetables-sustainable-living-food/,Sustainable living: what is the environmental impact of your food?,2020-07-10,How do your food choices impact the environment? Try this calculator on the BBC website. ,p
562,https://plana.earth/academy/summer-fruit-vegetables-sustainable-living-food/,Sustainable living: what is the environmental impact of your food?,2020-07-10,"There are massive differences in the GHG emissions of different foods, for example, producing a kilogram of beef emits 60 kilograms of greenhouse gases (CO2-equivalents). While peas emit just 1 kilogram per kg. Twenty servings of vegetables have fewer greenhouse gas emissions than one serving of beef. Now, understand that what matters is your food choices. The purpose is not to tell you what to eat, rather raising awareness about decreased meat consumption. Therefore, say hello to an office plant-based diet, and a healthy mind, in a healthy body. ",p
563,https://plana.earth/academy/summer-fruit-vegetables-sustainable-living-food/,Sustainable living: what is the environmental impact of your food?,2020-07-10,Thanks for reading! Stay involved and keep learning by signing up for our newsletter or requesting a demo here and let us define your company’s journey to becoming sustainable!,p
564,https://plana.earth/academy/whitepaper-why-does-sustainability-matter-to-your-business/,Whitepaper: Why sustainability matters to your business,2020-07-01,"Download our newest white paper: “Why does sustainability matter to your business?” Companies, investors and business leaders have understood that climate change is not a matter of believing but adapting. But how?",p
565,https://plana.earth/academy/whitepaper-why-does-sustainability-matter-to-your-business/,Whitepaper: Why sustainability matters to your business,2020-07-01,What you can expect from our report: ,p
566,https://plana.earth/academy/whitepaper-why-does-sustainability-matter-to-your-business/,Whitepaper: Why sustainability matters to your business,2020-07-01,– Understanding the sustainability status quo in business – How to make the most of sustainable transformation– The milestones to become a sustainable business ,p
567,https://plana.earth/academy/whitepaper-why-does-sustainability-matter-to-your-business/,Whitepaper: Why sustainability matters to your business,2020-07-01,How is it beneficial to your business?,p
568,https://plana.earth/academy/whitepaper-why-does-sustainability-matter-to-your-business/,Whitepaper: Why sustainability matters to your business,2020-07-01,"Uncover the potential of business success with sustainability. Learn how to disrupt your industry, gain decisive competitive advantage(s) and create a positive corporate culture. ",p
569,https://plana.earth/academy/whitepaper-why-does-sustainability-matter-to-your-business/,Whitepaper: Why sustainability matters to your business,2020-07-01,Willing to reach your sustainability objectives? ,p
570,https://plana.earth/academy/whitepaper-why-does-sustainability-matter-to-your-business/,Whitepaper: Why sustainability matters to your business,2020-07-01,Plan A is here to help you through the sustainable transition effort. There is a way to do it well and do it fast. We provide automated carbon calculation and reduction plans for companies who want to be part of the adventure of sustainability.,p
571,https://plana.earth/academy/why-measure-carbon-emissions/,Why Measure Carbon emissions?,2020-06-29,"With the rise of environmental reporting requirements, internal and external pressures, measuring carbon emissions is a pressing reality that needs execution from companies.",p
572,https://plana.earth/academy/why-measure-carbon-emissions/,Why Measure Carbon emissions?,2020-06-29,"When people are asked for the causes behind global warming, they often point at companies. Reducing climate change carbon emissions seems to be the slogan of the year, but how do companies start with such a blurry task? And how do they know whether they are doing better than before? ",p
573,https://plana.earth/academy/why-measure-carbon-emissions/,Why Measure Carbon emissions?,2020-06-29,"Already in 1954, Peter Drucker famously stated: “what gets measured, gets managed“. If a company want to become more sustainable, the first step it should take is trying to understand its current situation and start monitoring its carbon emissions.",p
574,https://plana.earth/academy/why-measure-carbon-emissions/,Why Measure Carbon emissions?,2020-06-29,Less CO2 means reduced costs,h2
575,https://plana.earth/academy/why-measure-carbon-emissions/,Why Measure Carbon emissions?,2020-06-29,"Identifying and quantifying your emissions can lead to substantial cost reductions rather than high cost. Measurement does not necessarily need to cover the three scopes of emissions to demonstrate efficiency gains for a company. High quantities of greenhouse gas (GHG) emissions often indicate excessive energy usage or other inefficiencies. So, lowering your GHG emissions goes hand in hand with increasing your efficiency and cost-effectiveness. ",p
576,https://plana.earth/academy/why-measure-carbon-emissions/,Why Measure Carbon emissions?,2020-06-29,"For example, Walmart identified through its GHG emission analysis that they spend much energy in the heating and cooling of their buildings. Because of this, they installed around 10 000 high-efficiency rooftop heating and cooling units. Per year, these units avoid the emission of 614 000 tons of CO2, but they also led to an €8 million in cost savings. On top of this, soon, energy prices will keep rising, which will only reinforce this effect. ",p
577,https://plana.earth/academy/why-measure-carbon-emissions/,Why Measure Carbon emissions?,2020-06-29,Measurement measures,h2
578,https://plana.earth/academy/why-measure-carbon-emissions/,Why Measure Carbon emissions?,2020-06-29,"One doesn’t need to be the size of Walmart to benefit from implementing sustainable change. In addition to the internal cost reductions, companies learn to gather new metrics and by way of consequence new insights about their companies. Dave Meyer, Principal environmental, health & safety and sustainability advisor for BSI EHS sustainability consulting, explains:",p
579,https://plana.earth/academy/why-measure-carbon-emissions/,Why Measure Carbon emissions?,2020-06-29,“Good metrics if applied properly will foster innovation and growth. Focus on continuous improvement as the primary driver for monitoring and measuring performance. […] Measuring performance with a sustainability lens is just one of the new responsibilities that companies can quickly embrace to nimbly drive organizational value.”,p
580,https://plana.earth/academy/why-measure-carbon-emissions/,Why Measure Carbon emissions?,2020-06-29,"Measuring sustainability performances allows the company to make progress on all levels of their operations, from resource management to healthier teams and sustainable offices. Sustainable best practices go hand in hand with business objectives.",p
581,https://plana.earth/academy/why-measure-carbon-emissions/,Why Measure Carbon emissions?,2020-06-29,An evolving environmental regulatory landscape,h2
582,https://plana.earth/academy/why-measure-carbon-emissions/,Why Measure Carbon emissions?,2020-06-29,"In the near future, companies will have to pay an (increasing) price for every tonne of CO2 they emit. As of the 1st of April 2019, already 57 carbon pricing systems are in place, 28 in the form of an Emission Trading System (ETS) and 29 carbon taxes.",p
583,https://plana.earth/academy/why-measure-carbon-emissions/,Why Measure Carbon emissions?,2020-06-29,"In an ETS, a maximum amount of tonnes CO2 is turned into allowances, and companies can buy and sell these allowances according to their emissions levels. The alternative, a carbon tax, is a set price you have to pay per unit of carbon radiated. Within both carbon pricing systems, a company or organisation is required to measure its emissions. ",p
584,https://plana.earth/academy/why-measure-carbon-emissions/,Why Measure Carbon emissions?,2020-06-29,"More carbon pricing initiatives are emerging or being consolidated. The prices for GHG emissions are on the rise. Finally, the private sector is engaging in internal or voluntary carbon pricing systems. In other words, monitoring and lowering your carbon emissions will not only become a legal obligation, but it can also become an opportunity to get ahead of competitors. Developing a solid long-term strategy to address carbon emissions schemes in your industry and geographic location is already determining for a company’s future.",p
585,https://plana.earth/academy/why-measure-carbon-emissions/,Why Measure Carbon emissions?,2020-06-29,Power to sustainable people,h2
586,https://plana.earth/academy/why-measure-carbon-emissions/,Why Measure Carbon emissions?,2020-06-29,"People – also known as customers, employees and shareholders – have also  changed their habits and standpoint on climate change. Not only is the population increasingly aware and sensitive to the issue of climate change, but they also expect businesses to play a more significant role in society. According to Euromonitor International’s latest sustainability survey, 54 % of global consumers believe that ethical purchase decisions make a difference.",p
587,https://plana.earth/academy/why-measure-carbon-emissions/,Why Measure Carbon emissions?,2020-06-29,"Because the consequences of climate change will become increasingly visible and will affect more and more people, this sustainability awareness trend is very likely to keep growing. In business terms: there is a growing market in sustainable consumer goods and services. Due to the pull of these consumers, through the whole B2B supply chain the demand for more sustainable alternatives will rise. ",p
588,https://plana.earth/academy/why-measure-carbon-emissions/,Why Measure Carbon emissions?,2020-06-29,"By measuring and reducing your carbon emissions, you can make scientifically supported statements about the sustainability performance of your company, thus tapping into a growing market and reducing unnecessary spendings within the firm. ",p
589,https://plana.earth/academy/why-measure-carbon-emissions/,Why Measure Carbon emissions?,2020-06-29,"Consumers are not the only stakeholders sensitive to the image of a company. Employees care about the environment too, and they are more attracted to and retained in companies that involve in sustainability. If employees identify with the values of the company, they are more likely to stay, are more motivated and perform better. ",p
590,https://plana.earth/academy/why-measure-carbon-emissions/,Why Measure Carbon emissions?,2020-06-29,"On the investor side, the growth of sustainability awareness is salient. Oxford University found that more than 80% of mainstream investors now consider ‘ESG’ – environmental, social and governance – information when making investment decisions. ",p
591,https://plana.earth/academy/why-measure-carbon-emissions/,Why Measure Carbon emissions?,2020-06-29,"Companies with a plan to measure emissions and other ESG indicators are more likely to get funding. As an established enterprise, collecting environmental data would brace yourself against these sustainable and innovative start-ups that increasingly get funded.",p
592,https://plana.earth/academy/why-measure-carbon-emissions/,Why Measure Carbon emissions?,2020-06-29,There is still time to adapt,h2
593,https://plana.earth/academy/why-measure-carbon-emissions/,Why Measure Carbon emissions?,2020-06-29,"Companies of all shapes and sizes are (re)defining their role with regards to climate change. The formidable importance of this topic is pushing CEOs to spend resource on understanding its implications and how to position their companies. By will or by force, businesses will have to adapt to changing stakeholder behaviour, supply chain risks, performance indicators and governmental regulations. ",p
594,https://plana.earth/academy/why-measure-carbon-emissions/,Why Measure Carbon emissions?,2020-06-29,"Climate change impacts companies in complex ways. Becoming sustainable cannot happen overnight and requires a commitment from all team members. Plan A helps companies achieve just that with simple tools to measure their footprints, tailor smart and engaging sustainability action plans, and provide carbon offsetting opportunities across the world. Explore our offers for companies on our website.",p
595,https://plana.earth/academy/green-recovery-european-union/,What Does the European Green Recovery Mean for Business Sustainability?,2020-06-24,"On May 27, the European Commission announced its financial recovery plan, taking into account the necessity of a sustainable recovery. The project is named “Repair and prepare for the next generation plan”. More businesses face the uncertainty of the VUCA world (volatile, uncertain, complex and ambiguous). We dive into what the green recovery, powered by the European Union, entails for business and sustainability. ",p
596,https://plana.earth/academy/green-recovery-european-union/,What Does the European Green Recovery Mean for Business Sustainability?,2020-06-24,Lessons learnt from the 2008 global financial crisis (?),h2
597,https://plana.earth/academy/green-recovery-european-union/,What Does the European Green Recovery Mean for Business Sustainability?,2020-06-24,"Following the coronavirus pandemic and its socio-economic implications, experts, economists, policymakers and corporates discussed the impacts from the 2008 Global financial crisis (GFC), to not repeat past mistakes.",p
598,https://plana.earth/academy/green-recovery-european-union/,What Does the European Green Recovery Mean for Business Sustainability?,2020-06-24,"Back then, governments had urgently spent $3.3 trillion in stimulus packages, as well as austerity programmes to decrease public spending. However, what worked once would not work twice. Over the allocated budget, only $522 million, or 16% was spent on green expenditure or tax breaks. This enabled a significant cost reduction in solar and wind energy power. As the crisis provided a possible opportunity for transformative investments, the stimulus only succeeded in restarting the economy, not changing it. During the crisis and its aftermath, carbon emissions decreased and peaked again when governments invested in carbon-intensive projects stimulus. ",p
599,https://plana.earth/academy/green-recovery-european-union/,What Does the European Green Recovery Mean for Business Sustainability?,2020-06-24,What is the EU Green Recovery Plan?,h2
600,https://plana.earth/academy/green-recovery-european-union/,What Does the European Green Recovery Mean for Business Sustainability?,2020-06-24,"Firstly, what is the public eye perspective on green recovery? Ipsos found that two-thirds of citizens agree that climate change is as severe as Coronavirus. ",p
601,https://plana.earth/academy/green-recovery-european-union/,What Does the European Green Recovery Mean for Business Sustainability?,2020-06-24,"The green recovery established by the European Commission is the transition towards a green economy and a sustainable, digital model. An economy that is respecting all EU member states, while aiming to cut carbon emissions, and creating a new status quo for an inclusive, fair and sustainable economy.  This new recovery instrument is called “Next generation EU“, embedded with a powerful, revamped long-term EU budget. ",p
602,https://plana.earth/academy/green-recovery-european-union/,What Does the European Green Recovery Mean for Business Sustainability?,2020-06-24,"The European Commission has announced a financial plan of €750 billion, split between €500 billion of grants to member states and €250 billion of loans. Besides,  it is important to note that this proposal still has to be voted and ratified by the European Union Council. ",p
603,https://plana.earth/academy/green-recovery-european-union/,What Does the European Green Recovery Mean for Business Sustainability?,2020-06-24,"Generations before us have built a Union of peace and prosperity, without peer or precedent anywhere in the world. Today we face our own defining moment. With #NextGenerationEU we can build a green, digital and resilient future for our Union. 👉 https://t.co/JmHsay3I9g pic.twitter.com/coojAUgGu7",p
604,https://plana.earth/academy/green-recovery-european-union/,What Does the European Green Recovery Mean for Business Sustainability?,2020-06-24,"Here is a list of the European green deal features (cf. roadmap to make EU economy sustainable, across all policy areas, in order to become carbon neutral by 2050): ",p
605,https://plana.earth/academy/green-recovery-european-union/,What Does the European Green Recovery Mean for Business Sustainability?,2020-06-24,"– A massive renovation of infrastructures and buildings, including the principles of the circular economy, while creating local jobs.  ",p
606,https://plana.earth/academy/green-recovery-european-union/,What Does the European Green Recovery Mean for Business Sustainability?,2020-06-24,"– Developing renewable energy projects such as wind, solar and the beginning of a clean hydrogen economy in Europe.",p
607,https://plana.earth/academy/green-recovery-european-union/,What Does the European Green Recovery Mean for Business Sustainability?,2020-06-24,"– Cleaner transport and logistics, including the installation of a million points of electric vehicles and increase of clean mobility in European cities and regions.                                                                       ",p
608,https://plana.earth/academy/green-recovery-european-union/,What Does the European Green Recovery Mean for Business Sustainability?,2020-06-24,"– Strengthening the Just Transition fund up to €40 billion, to help business create new economic opportunities.",p
609,https://plana.earth/academy/green-recovery-european-union/,What Does the European Green Recovery Mean for Business Sustainability?,2020-06-24,"The aim of the green recovery is that governments want “shovel-ready” projects that generate jobs quickly, that do not require extensive training or skills while cutting carbon emissions permanently. The term “shovel-ready” is mainly used when referring to projects that, if given stimulus money, will have the most immediate impact on employment and the economy.  Thus, shovel ready projects are part of the EU green recovery proposition: planting trees, stations to recharge electric vehicles, smart cities that are friendly for bikes and pedestrians. ",p
610,https://plana.earth/academy/green-recovery-european-union/,What Does the European Green Recovery Mean for Business Sustainability?,2020-06-24,"“These are things that can be done quickly, and they are labour intensive“, commented Brian O’Callagan, professor at Oxford University. He adds: “It is time to rethink economic stimulus. This spending should be about more than just increasing next year’s GDP. once-in-a-generation government spending could be used to reduce inequality and set up new industries for the coming decade.” ",p
611,https://plana.earth/academy/green-recovery-european-union/,What Does the European Green Recovery Mean for Business Sustainability?,2020-06-24,Is 25% of the green recovery enough for climate care?,h2
612,https://plana.earth/academy/green-recovery-european-union/,What Does the European Green Recovery Mean for Business Sustainability?,2020-06-24,"As mentioned earlier, 25% of the budget is allocated to the climate action, but it remains unclear if it applies to the all €750 billion budget. This proposal is in line with the European Green Deal, guided by the principles of “sustainable finance taxonomy” and oath to “do no harm”; which excludes investments in carbon-intensive infrastructures. Once again, it remains unclear if fossil fuels will be left out. For example, airline companies benefited from large rescue plans, as they were massively impacted by the crisis, and will take years to recover. However, to fight climate change, monitoring and assessing carbon emissions is primordial.",p
613,https://plana.earth/academy/green-recovery-european-union/,What Does the European Green Recovery Mean for Business Sustainability?,2020-06-24,"“We can beat the virus, address climate change and create new jobs through actions that move us from the grey to green economy. Many companies are showing us that it is indeed possible and profitable, to adopt sustainable, emission-reducing plans even during difficult times like this.”",p
614,https://plana.earth/academy/green-recovery-european-union/,What Does the European Green Recovery Mean for Business Sustainability?,2020-06-24,"Some economists argue that there is a huge gap in the proposed program: €2.44 trillion is missing, to mobilise the necessary investments to achieve the EU climate targets. ",p
615,https://plana.earth/academy/green-recovery-european-union/,What Does the European Green Recovery Mean for Business Sustainability?,2020-06-24,The target currently stipulates that the EU must reduce its CO2  emissions by 40% compared to 1990 by 2030.,p
616,https://plana.earth/academy/green-recovery-european-union/,What Does the European Green Recovery Mean for Business Sustainability?,2020-06-24,"If the target is raised as planned to 50% or 55%, the investment requirement would even increase to more than €3 trillion. If the proposed funds from the new EU budget and the reconstruction program were spent in the best possible way, only €804 billion would be raised, about a third of what is needed, leaving an investment gap of €1,644 trillion.",p
617,https://plana.earth/academy/green-recovery-european-union/,What Does the European Green Recovery Mean for Business Sustainability?,2020-06-24,"We must address the necessity to measure carbon emissions, in order to deploy an efficient action plan. There is no plan B for our planet, and it is time to concentrate investments towards this issue. ",p
618,https://plana.earth/academy/green-recovery-european-union/,What Does the European Green Recovery Mean for Business Sustainability?,2020-06-24,Global Green recovery advocates,h2
619,https://plana.earth/academy/green-recovery-european-union/,What Does the European Green Recovery Mean for Business Sustainability?,2020-06-24,"Beginning of June, a group of 150 companies worth $2.4 trillion (among which Unilever, Burberry, Adobe and many more) signed a petition asking governments to ensure the transition from the pandemic towards “green economy by aligning policies and recovery plans with the latest climate science.” Two-third of corporates who signed the petition are located in the EU (e.g. majority are located in the UK and France). This initiative is supported by science-based target initiative, a body set up by the United Nations and international institutions, that aims to help businesses to reach their climate goals under the Paris agreement. ",p
620,https://plana.earth/academy/green-recovery-european-union/,What Does the European Green Recovery Mean for Business Sustainability?,2020-06-24,"The sustainable journey of these companies will be less costly and faster if such measures are implemented. For example, shifting to a clean energy provider will be less expensive, as public money will be spent on providing subsidies for such energy. Consequently, companies need an economic structure that supports such sustainable change, alongside suitable projects. ",p
621,https://plana.earth/academy/green-recovery-european-union/,What Does the European Green Recovery Mean for Business Sustainability?,2020-06-24,"Food for thought: Willing to keep on track on the global green recovery? This tracker, designed by Carbon Brief, tracks the measures proposed, agreed and implemented by major economies around the world.",p
622,https://plana.earth/academy/green-recovery-european-union/,What Does the European Green Recovery Mean for Business Sustainability?,2020-06-24,Measuring your carbon emissions is the first step to be part of the green recovery. Join the conversation.,p
623,https://plana.earth/academy/indigenous-community-local-knowledge-fight-climate-change-research/,Indigenous and Local knowledge: a Precious Tool for Climate Research,2020-06-17,"Traditional languages have always represented a defining element of a culture or society.  In native communities, they express the meaning local people give to their existence and their intimate connection with their lands.  In many cases, the connotation of Indigenous expressions is held by a logical combination of different words. Hence, it is essential to understand Indigenous knowledge. ",p
624,https://plana.earth/academy/indigenous-community-local-knowledge-fight-climate-change-research/,Indigenous and Local knowledge: a Precious Tool for Climate Research,2020-06-17,"For example, the word Mapuche, used in Araucanian to refer to Indigenous people living in south-central Chile and Argentina, literally means “People of the Land” (Mapu: land and the: people), emphasising their territory as a fundamental element of their being.",p
625,https://plana.earth/academy/indigenous-community-local-knowledge-fight-climate-change-research/,Indigenous and Local knowledge: a Precious Tool for Climate Research,2020-06-17,"The Wayuu community from the Guajira peninsula, Colombia, named their language “Wayuunaiki”, literally “the word of the Wayuu (from wayuu: ethnic identity and Naiki: language), while their mythological God is called Maleiwa (from Mna: Earth and iwa: spring), suggesting the essential connection between nature and their origin.",p
626,https://plana.earth/academy/indigenous-community-local-knowledge-fight-climate-change-research/,Indigenous and Local knowledge: a Precious Tool for Climate Research,2020-06-17,"The etymology of Indigenous languages can help understand the essence of their culture and their most intimate connection with Earth and its elements. In this sense, it reminds us of the constructive power their local knowledge can have on other forms of understanding, including the scientific one.",p
627,https://plana.earth/academy/indigenous-community-local-knowledge-fight-climate-change-research/,Indigenous and Local knowledge: a Precious Tool for Climate Research,2020-06-17,"Representing 5% of the world population and caring for almost 22% of the Earth’s surface, Indigenous people protect nearly 80% of our planet’s biodiversity. ",p
628,https://plana.earth/academy/indigenous-community-local-knowledge-fight-climate-change-research/,Indigenous and Local knowledge: a Precious Tool for Climate Research,2020-06-17,Their inherited practices and cultures are built on long interaction and spiritual connection with the natural environment. These deep roots represent the basis of Indigenous traditional knowledge.,p
629,https://plana.earth/academy/indigenous-community-local-knowledge-fight-climate-change-research/,Indigenous and Local knowledge: a Precious Tool for Climate Research,2020-06-17,"From this world view system comes a spiritual obligation to preserve the natural environment and what we call biodiversity. Indigenous people are the possessors of specific ancestral knowledge. In this sense, Indigenous people play a unique role in supporting scientific research. ",p
630,https://plana.earth/academy/indigenous-community-local-knowledge-fight-climate-change-research/,Indigenous and Local knowledge: a Precious Tool for Climate Research,2020-06-17,How is Indigenous Knowledge related to climate research?,h2
631,https://plana.earth/academy/indigenous-community-local-knowledge-fight-climate-change-research/,Indigenous and Local knowledge: a Precious Tool for Climate Research,2020-06-17,"Over the last decades, climate research has experienced an increasing interest in the social dimension of climate change. A recent wave of climate change scholars emphasises the importance of the human aspect of climate change, particularly in remote areas, where people’s livelihoods depend on the natural environment and its resources. ",p
632,https://plana.earth/academy/indigenous-community-local-knowledge-fight-climate-change-research/,Indigenous and Local knowledge: a Precious Tool for Climate Research,2020-06-17,"Many of these people belong to Indigenous communities, identified as “distinctive groups protected in international or national legislation as having a set of specific rights based on their linguistic and historical ties to a particular territory, before later settlement, development, and or occupation of a region.” (UNPFII, 2015).",p
633,https://plana.earth/academy/indigenous-community-local-knowledge-fight-climate-change-research/,Indigenous and Local knowledge: a Precious Tool for Climate Research,2020-06-17,The choice of including Indigenous people in climate research comes not only from the need to support local adaptation measures in remote regions but also to learn from – and engage with- the local traditional knowledge.,p
634,https://plana.earth/academy/indigenous-community-local-knowledge-fight-climate-change-research/,Indigenous and Local knowledge: a Precious Tool for Climate Research,2020-06-17,"Traditional knowledge (TK) is defined as a “cumulative body of knowledge, practice, and values acquired through experience and observations or from spiritual teachings and handed down from generation to generation.” (Ford, J.D et al., 2016, p.5). Local knowledge systems and environmental management practices offer insights to face ecological challenges better, helping the prevention of biodiversity loss and land degradation and mitigating the effects of climate change (Unesco, 2019). ",p
635,https://plana.earth/academy/indigenous-community-local-knowledge-fight-climate-change-research/,Indigenous and Local knowledge: a Precious Tool for Climate Research,2020-06-17,"Moreover, Indigenous communities bring valuable support to the collection of useful data about local climate change indicators. ",p
636,https://plana.earth/academy/indigenous-community-local-knowledge-fight-climate-change-research/,Indigenous and Local knowledge: a Precious Tool for Climate Research,2020-06-17,"Local people acquired first-hand knowledge of physical and biological systems, observing changes in the weather and climate system. As well, which makes it not only a unique form of heritage for all but also a “place-based tool to ground-truth climate models.” (Reyes-García et al., 2016).",p
637,https://plana.earth/academy/indigenous-community-local-knowledge-fight-climate-change-research/,Indigenous and Local knowledge: a Precious Tool for Climate Research,2020-06-17,"As they experience the burden of extreme weather events and their impacts, they have a deeper understanding of how ecosystems change and how to adapt to it.",p
638,https://plana.earth/academy/indigenous-community-local-knowledge-fight-climate-change-research/,Indigenous and Local knowledge: a Precious Tool for Climate Research,2020-06-17,Traditional Ecological Knowledge as support in ecological restoration processes,h2
639,https://plana.earth/academy/indigenous-community-local-knowledge-fight-climate-change-research/,Indigenous and Local knowledge: a Precious Tool for Climate Research,2020-06-17,"Within the full range of climate change mitigation and adaptation strategies, academics often endorse practices related to ecological restoration, recognising the scientific relevance of Indigenous knowledge systems in these processes (Noble et al. 2014).",p
640,https://plana.earth/academy/indigenous-community-local-knowledge-fight-climate-change-research/,Indigenous and Local knowledge: a Precious Tool for Climate Research,2020-06-17,"In this context, some scholars refer to a “set of understandings of ecological relationships, spirituality, and traditional systems of resource management”, known as Traditional Ecological Knowledge, (Clarence et al., 2011), which allow Indigenous communities to adapt to continuous environmental changes.  As such, it can provide intergenerational information about natural phenomena. ",p
641,https://plana.earth/academy/indigenous-community-local-knowledge-fight-climate-change-research/,Indigenous and Local knowledge: a Precious Tool for Climate Research,2020-06-17,"Indigenous communities can play an essential role in ecosystem restoration and resource management, carrying out activities such as maintenance of traditional practices and management, repair of lands degraded by outsiders and collaboration with external groups in ecosystem recovery (Reyes-García, V. et al., 2019).",p
642,https://plana.earth/academy/indigenous-community-local-knowledge-fight-climate-change-research/,Indigenous and Local knowledge: a Precious Tool for Climate Research,2020-06-17,"Many cases of ecological restoration had proven successful when Indigenous people and local communities actively managed processes development. For example, Indigenous practices helped in biodiversity and land management through a selection of “cultural keystone” species (Garibaldi & Turner, 2014), fundamental native elements for effective processes of natural regeneration.",p
643,https://plana.earth/academy/indigenous-community-local-knowledge-fight-climate-change-research/,Indigenous and Local knowledge: a Precious Tool for Climate Research,2020-06-17,"“ILK can provide baseline ecosystem information on cultural keystone species, that is, culturally salient species that shape people’s identity or cultural keystone places, that is, particular places that are critically important for the flow of ecosystem service and to people’s lifeways.” ",p
644,https://plana.earth/academy/indigenous-community-local-knowledge-fight-climate-change-research/,Indigenous and Local knowledge: a Precious Tool for Climate Research,2020-06-17,"An example is represented by the Saami Indigenous people in Finland, who restore their habitats based on their own experience (Mustonen, podcast).",p
645,https://plana.earth/academy/indigenous-community-local-knowledge-fight-climate-change-research/,Indigenous and Local knowledge: a Precious Tool for Climate Research,2020-06-17,"Yet, the inclusion of local communities in ecological restoration projects does not always translate into direct benefits for them. ",p
646,https://plana.earth/academy/indigenous-community-local-knowledge-fight-climate-change-research/,Indigenous and Local knowledge: a Precious Tool for Climate Research,2020-06-17,"In this sense, bottom-up approaches show fairer results when considering local needs and avoiding conflicts over landscapes with non-local entities. ",p
647,https://plana.earth/academy/indigenous-community-local-knowledge-fight-climate-change-research/,Indigenous and Local knowledge: a Precious Tool for Climate Research,2020-06-17,"Some studies underline how ecological recovery decisions are  driven by biological importance rather than local needs and concerns, even when Indigenous people are involved in the processes (Reyes Garcia et al. 2019; Tobón et al. 2017).",p
648,https://plana.earth/academy/indigenous-community-local-knowledge-fight-climate-change-research/,Indigenous and Local knowledge: a Precious Tool for Climate Research,2020-06-17,How can Indigenous knowledge contribute to the study of climate change?,h2
649,https://plana.earth/academy/indigenous-community-local-knowledge-fight-climate-change-research/,Indigenous and Local knowledge: a Precious Tool for Climate Research,2020-06-17,Science and traditional knowledge appear to be very similar in their aim to identify the changes experienced by the natural environments and the biosphere.  What differ between them is the used narrative.,p
650,https://plana.earth/academy/indigenous-community-local-knowledge-fight-climate-change-research/,Indigenous and Local knowledge: a Precious Tool for Climate Research,2020-06-17,"The Indigenous knowledge might lack in the quantitative objectivity that is typical of science but can provide complementary information about historical local climate change patterns in regions where very few instrumental records are available (Clarence et al., 2011).",p
651,https://plana.earth/academy/indigenous-community-local-knowledge-fight-climate-change-research/,Indigenous and Local knowledge: a Precious Tool for Climate Research,2020-06-17,"Personal narratives play a pivotal role in the understanding of current global changes, especially there where the natural environment, culture and spirituality are conceived at the foundation of people’s survival.",p
652,https://plana.earth/academy/indigenous-community-local-knowledge-fight-climate-change-research/,Indigenous and Local knowledge: a Precious Tool for Climate Research,2020-06-17,"As in some previous studies, these personal narratives represent a crucial element in my current project as well. The collaboration with Indigenous communities in La Guajira, whose past and present perceptions of environmental changes represent a significant contribution, is fundamental for the development of the study.",p
653,https://plana.earth/academy/indigenous-community-local-knowledge-fight-climate-change-research/,Indigenous and Local knowledge: a Precious Tool for Climate Research,2020-06-17,"To involve native communities in the identification of local climate change impacts, semi-structured interviews, and participatory methods turned out to be the best approaches for the data collection process. Some scholars underline the relevance of personal narratives compared with strictly scientific information (Clerance et al. 2011; Reyes-Garcia et al. 2016).",p
